epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,learning_rate,loss,mean_io_u_1,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u_1,val_precision,val_sensitivity,val_specificity
10,0.9875636100769043,0.39256298542022705,0.43398600816726685,0.36638906598091125,0.22408510744571686,0.00020000000949949026,0.042394790798425674,0.4427929222583771,0.9905635118484497,0.984272301197052,0.9967798590660095,0.9853804707527161,0.4087182879447937,0.4969330430030823,0.505031168460846,0.24469870328903198,0.046782236546278,0.46667689085006714,0.9914183616638184,0.9792234897613525,0.9970632791519165
11,0.9887732267379761,0.43017810583114624,0.5167273283004761,0.4483509957790375,0.24948717653751373,4.0000002627493814e-05,0.035906314849853516,0.4663349986076355,0.9913961887359619,0.9858637452125549,0.9970710873603821,0.9882898926734924,0.44415926933288574,0.5265915393829346,0.46993234753608704,0.26846981048583984,0.03545551374554634,0.46165454387664795,0.9909366965293884,0.985481858253479,0.9969112277030945
12,0.98920077085495,0.44230660796165466,0.5313063859939575,0.46264252066612244,0.27416983246803284,4.0000002627493814e-05,0.03369401767849922,0.46035057306289673,0.9918878078460693,0.9862387776374817,0.997225821018219,0.9883298873901367,0.44739413261413574,0.5579005479812622,0.4911070764064789,0.27948904037475586,0.03491697087883949,0.456004798412323,0.9911653399467468,0.9851690530776978,0.9969858527183533
13,0.9893959164619446,0.44891437888145447,0.5452160239219666,0.4726947247982025,0.2900893986225128,4.0000002627493814e-05,0.03259321302175522,0.46033012866973877,0.9920198321342468,0.9864978194236755,0.997270941734314,0.9885736107826233,0.45997655391693115,0.5534940361976624,0.5056766271591187,0.2824499011039734,0.033878520131111145,0.4642283022403717,0.9910829663276672,0.9858677983283997,0.9969637989997864
14,0.989708662033081,0.4577906131744385,0.5599884986877441,0.48902952671051025,0.29952603578567505,4.0000002627493814e-05,0.031422365456819534,0.46831101179122925,0.9921445846557617,0.9869313836097717,0.9973133206367493,0.9888582229614258,0.4671669602394104,0.5610179305076599,0.5335408449172974,0.30284810066223145,0.03249203786253929,0.4768330752849579,0.9918575882911682,0.9856578707695007,0.9972085952758789
15,0.9898104071617126,0.46715280413627625,0.5721143484115601,0.5063056349754333,0.3115670680999756,4.0000002627493814e-05,0.030372707173228264,0.4786790609359741,0.9923079013824463,0.9869937300682068,0.9973669052124023,0.9888888597488403,0.47253644466400146,0.5810986161231995,0.5215784907341003,0.3246520757675171,0.032574690878391266,0.5116031765937805,0.991572916507721,0.9858015179634094,0.997120201587677
16,0.9900367259979248,0.47342029213905334,0.5779404044151306,0.5122606158256531,0.3266890347003937,4.0000002627493814e-05,0.029479580000042915,0.572952389717102,0.9924265146255493,0.9872915744781494,0.9974053502082825,0.9890397787094116,0.4737420976161957,0.5640882253646851,0.5223771929740906,0.3191017508506775,0.032557662576436996,0.486584335565567,0.991485059261322,0.9861807823181152,0.9970946311950684
17,0.9904505610466003,0.4822480380535126,0.5908586382865906,0.5234023332595825,0.34512433409690857,8.000000889296643e-06,0.027899978682398796,0.48667871952056885,0.9927960634231567,0.987701416015625,0.9975271224975586,0.9893421530723572,0.4824422001838684,0.5871900320053101,0.5426038503646851,0.3360171616077423,0.03101774863898754,0.4869906008243561,0.9918603897094727,0.9863535761833191,0.9972152709960938
18,0.9905292391777039,0.4849699139595032,0.5975128412246704,0.527484118938446,0.3495694100856781,8.000000889296643e-06,0.027481459081172943,0.48598337173461914,0.9928242564201355,0.9878070950508118,0.9975368976593018,0.9894505143165588,0.48592299222946167,0.5879964828491211,0.5455087423324585,0.34197306632995605,0.03073493391275406,0.483225017786026,0.9919309616088867,0.9864749312400818,0.9972398281097412
19,0.9906249046325684,0.48803749680519104,0.5995413064956665,0.5332895517349243,0.35711291432380676,8.000000889296643e-06,0.0272244680672884,0.4847998321056366,0.992991030216217,0.987838625907898,0.9975899457931519,0.9894644021987915,0.4865989089012146,0.5906658172607422,0.5353750586509705,0.3330075740814209,0.03056694194674492,0.4850062131881714,0.9916349649429321,0.9868216514587402,0.9971478581428528
20,0.9906324744224548,0.4895799458026886,0.6030166149139404,0.5353651642799377,0.35537731647491455,8.000000889296643e-06,0.027060536667704582,0.48647385835647583,0.9929022789001465,0.9879353642463684,0.9975634813308716,0.9895000457763672,0.48815402388572693,0.5972051024436951,0.5380043983459473,0.33860424160957336,0.030476301908493042,0.48687779903411865,0.9916801452636719,0.9868039488792419,0.9971631169319153
21,0.99067622423172,0.4915420711040497,0.60740727186203,0.5364044904708862,0.3557073175907135,8.000000889296643e-06,0.02684963308274746,0.4854692220687866,0.9928525686264038,0.988068699836731,0.9975499510765076,0.9894759654998779,0.48935267329216003,0.6020987629890442,0.547995924949646,0.3496057093143463,0.030482014641165733,0.48880916833877563,0.99187171459198,0.9865182638168335,0.9972236156463623
22,0.9907764792442322,0.4937152564525604,0.6133561134338379,0.5406123995780945,0.36391448974609375,1.6000001323845936e-06,0.026494458317756653,0.4890464246273041,0.9930335879325867,0.9880613088607788,0.9976068735122681,0.9895826578140259,0.49093174934387207,0.5961849689483643,0.5458334684371948,0.3449265956878662,0.03030039183795452,0.4902881383895874,0.9918169379234314,0.9868159890174866,0.9972074627876282
23,0.99079430103302,0.4942776560783386,0.611088216304779,0.5401473045349121,0.3627176582813263,1.6000001323845936e-06,0.026431836187839508,0.4890803396701813,0.9930046796798706,0.9881411790847778,0.9975984692573547,0.9895882606506348,0.4913407862186432,0.5988444089889526,0.5468565821647644,0.34730640053749084,0.03024911880493164,0.49036717414855957,0.9918352365493774,0.9867936372756958,0.9972133040428162
24,0.9908051490783691,0.494502991437912,0.6116005182266235,0.541581928730011,0.3636666536331177,1.6000001323845936e-06,0.026394164189696312,0.4901526868343353,0.9930419921875,0.9881253838539124,0.9976094365119934,0.9896045327186584,0.4915950894355774,0.5979099273681641,0.5452463626861572,0.3456129729747772,0.030222279950976372,0.48993414640426636,0.9917966723442078,0.9868724942207336,0.9972014427185059
25,0.9908131957054138,0.49513840675354004,0.613182544708252,0.53872150182724,0.363277792930603,9.999999974752427e-07,0.02634589374065399,0.4893908202648163,0.992959201335907,0.9882158637046814,0.997584879398346,0.9895979762077332,0.49176207184791565,0.5999962687492371,0.5484949350357056,0.34898191690444946,0.030194280669093132,0.4901106655597687,0.9918595552444458,0.9867809414863586,0.997221052646637
26,0.9908245801925659,0.49543243646621704,0.613856852054596,0.5415092706680298,0.36513301730155945,9.999999974752427e-07,0.026299772784113884,0.48943060636520386,0.9930252432823181,0.9881779551506042,0.9976048469543457,0.9896124005317688,0.49212002754211426,0.5988859534263611,0.5481263399124146,0.34801530838012695,0.030168473720550537,0.4905727803707123,0.991843044757843,0.9868372082710266,0.9972162246704102
27,0.9908372163772583,0.4955150783061981,0.6128332018852234,0.5416548252105713,0.36376312375068665,9.999999974752427e-07,0.02628134936094284,0.49122774600982666,0.9930152297019958,0.9882081747055054,0.9976027607917786,0.9896097779273987,0.4923628270626068,0.6008782386779785,0.5496485829353333,0.3503444194793701,0.030150732025504112,0.4909061789512634,0.9918734431266785,0.9867898225784302,0.9972257018089294
28,0.9908433556556702,0.4959081709384918,0.613880455493927,0.542556881904602,0.3659268021583557,9.999999974752427e-07,0.026256347075104713,0.4908868670463562,0.9930431842803955,0.9881919622421265,0.9976114630699158,0.9896154999732971,0.4925256073474884,0.6008073687553406,0.5500066876411438,0.35066691040992737,0.030130282044410706,0.4911526143550873,0.9918786883354187,0.9867969155311584,0.9972279667854309
29,0.9908468723297119,0.4961836338043213,0.6149215698242188,0.5414718389511108,0.36568737030029297,9.999999974752427e-07,0.02623455971479416,0.4911327064037323,0.9930053949356079,0.9882303476333618,0.9975994825363159,0.9896251559257507,0.4928613007068634,0.6004918217658997,0.5507551431655884,0.3511461913585663,0.030107282102108,0.49161311984062195,0.9918866753578186,0.9868107438087463,0.9972306489944458
30,0.9908607006072998,0.4966857433319092,0.6141056418418884,0.5425661206245422,0.3666922450065613,9.999999974752427e-07,0.026191404089331627,0.4918031692504883,0.9930340051651001,0.9882382154464722,0.9976091384887695,0.9896108508110046,0.49276629090309143,0.6022511720657349,0.5513669848442078,0.35236164927482605,0.030106067657470703,0.49123215675354004,0.9918954968452454,0.9867690801620483,0.9972338080406189
31,0.9908523559570312,0.4965309202671051,0.6169647574424744,0.5434505343437195,0.36811330914497375,9.999999974752427e-07,0.026164740324020386,0.4908211827278137,0.9930456280708313,0.988196611404419,0.9976125955581665,0.9896478652954102,0.49349063634872437,0.5990349054336548,0.5512582063674927,0.3506019413471222,0.030063124373555183,0.49226170778274536,0.9918864369392395,0.9868703484535217,0.9972304105758667
32,0.9908743500709534,0.4969845414161682,0.6134433746337891,0.5448273420333862,0.36705154180526733,9.999999974752427e-07,0.026147130876779556,0.4924536347389221,0.9930705428123474,0.9882312417030334,0.9976206421852112,0.9896402359008789,0.4933791160583496,0.6010650396347046,0.5505746603012085,0.3510957360267639,0.0300588496029377,0.49186208844184875,0.9918714761734009,0.9868602156639099,0.9972258806228638
33,0.9908728003501892,0.4972338378429413,0.6154966950416565,0.5430874824523926,0.3669920861721039,9.999999974752427e-07,0.026124846190214157,0.49187171459198,0.9930237531661987,0.988269031047821,0.997606098651886,0.9896250367164612,0.49337437748908997,0.6036447286605835,0.5514062643051147,0.3533746600151062,0.030052699148654938,0.49188488721847534,0.9918889999389648,0.986799418926239,0.9972323775291443
34,0.9908797740936279,0.49751466512680054,0.616315484046936,0.5444217920303345,0.36961889266967773,9.999999974752427e-07,0.026092253625392914,0.49225205183029175,0.9930657148361206,0.988237202167511,0.9976189732551575,0.9896619915962219,0.49405258893966675,0.6008611917495728,0.55101078748703,0.3515988290309906,0.030006472021341324,0.4928889870643616,0.9918745756149292,0.9869048595428467,0.9972273111343384
